Dish Name	Ingredients Used	Price	Time Consumed	Menu Group
FoodD_J27YG2	corn, capsicum, broccoli, butter	337.22	14	Combo
FoodD_RHCXXJ	oregano, capsicum, butter, paneer	404.04	30	Combo
FoodD_FYJ1R7	beef, butter, corn, lentils	669.44	9	Veg
FoodD_LVZJHY	rice, tomato, flour, fish	378.01	9	Non-Veg
FoodD_DAFAIC	rice, beef, basil, fish	610.41	40	Beverage
FoodD_IHE1VD	beef, rice, tomato, flour	1152.1	23	Beverage
FoodD_1S8DO2	capsicum, broccoli, oregano, corn	732.54	25	Non-Veg
FoodD_X447KT	beef, basil, fish, pepper	1150.11	17	Dessert
FoodD_GZEOX8	lentils, corn, cream, mushroom	497.65	44	Veg
FoodD_BHIY18	pepper, rice, onion, paneer	547.17	8	Combo
FoodD_BIB7O3	carrot, fish, tomato, spinach	362.58	31	Main Course
FoodD_W1WUS6	lentils, corn, butter, pepper	370.51	15	Non-Veg
FoodD_0QX579	chicken, capsicum, oregano, tomato	267.48	33	Dessert
FoodD_6VPF20	paneer, flour, chicken, cream	265.04	28	Combo
FoodD_PYT9QI	yogurt, butter, beef, cream	1046.42	6	Main Course
FoodD_57ZK9K	cream, spinach, mushroom, carrot	226.88	44	Combo
FoodD_G1T6IO	pepper, broccoli, lentils, basil	664.72	33	Non-Veg
FoodD_WNDITE	carrot, flour, rice, oregano	501.72	28	Combo
FoodD_38X2BN	basil, yogurt, mushroom, butter	936.26	42	Non-Veg
FoodD_NE3ZXC	butter, lentils, tomato, cream	957.03	14	Dessert
FoodD_JRFC28	corn, broccoli, potato, fish	741.7	28	Veg
FoodD_ZR3VZC	oregano, mushroom, carrot, lentils	159.01	29	Main Course
FoodD_6J6QHW	pepper, onion, flour, lentils	271.81	38	Main Course
FoodD_9CIY7C	broccoli, corn, cream, capsicum	564.16	6	Beverage
FoodD_OQZ5JN	potato, butter, lentils, oregano	658.63	15	Main Course
FoodD_27KI12	paneer, spinach, capsicum, onion	1005.4	40	Dessert
FoodD_E8S7AR	spinach, capsicum, fish, broccoli	1106.63	32	Beverage
FoodD_F1SKTP	yogurt, paneer, cream, tomato	198.43	35	Non-Veg
FoodD_Z0TS2U	chicken, potato, tomato, basil	737.03	21	Combo
FoodD_I07HYS	oregano, butter, mushroom, spinach	389.75	20	Main Course
FoodD_SK3IB1	oregano, paneer, flour, cream	1183.46	5	Non-Veg
FoodD_EYKKUX	beef, oregano, broccoli, cream	745.67	12	Main Course
FoodD_PYDEBJ	beef, mushroom, rice, paneer	305.84	35	Dessert
FoodD_CK6A1V	pepper, potato, basil, chicken	392.49	25	Beverage
FoodD_E1ZDN4	flour, butter, tomato, cream	791.99	45	Beverage
FoodD_MTTB24	pepper, beef, spinach, onion	779.74	22	Veg
FoodD_RIOX4F	mushroom, chicken, butter, flour	413.74	14	Dessert
FoodD_52HWCD	fish, beef, paneer, oregano	763.76	17	Main Course
FoodD_NEOMC9	chicken, mushroom, cream, rice	622.79	12	Combo
FoodD_P2QJRV	cream, yogurt, tomato, chicken	968.47	42	Dessert
FoodD_9IA16P	chicken, carrot, flour, corn	707.76	13	Dessert
FoodD_3UMEYB	fish, carrot, paneer, pepper	869.56	43	Non-Veg
FoodD_2404P3	carrot, lentils, rice, paneer	682.29	8	Veg
FoodD_171PH1	pepper, paneer, onion, yogurt	269.04	42	Veg
FoodD_085WXV	fish, broccoli, capsicum, pepper	613.3	35	Main Course
FoodD_ZYE23V	yogurt, mushroom, carrot, onion	534.46	18	Combo
FoodD_0ARP2O	beef, basil, fish, oregano	1177.29	27	Beverage
FoodD_LYYC6B	yogurt, paneer, beef, basil	706.79	10	Dessert
FoodD_97KW5D	beef, butter, carrot, chicken	350.1	34	Dessert
FoodD_B0UFEN	rice, paneer, oregano, broccoli	326.02	37	Beverage
FoodD_QY9WEZ	potato, beef, carrot, pepper	636.89	5	Veg
FoodD_U2TQTR	potato, mushroom, rice, flour	604.38	11	Dessert
FoodD_CTN8BB	spinach, lentils, basil, chicken	679.33	40	Beverage
FoodD_IO6DVN	potato, capsicum, corn, paneer	701.27	18	Non-Veg
FoodD_CE46TH	cream, onion, rice, pepper	1106.43	13	Combo
FoodD_TMZ3RY	paneer, broccoli, spinach, cream	440.55	11	Veg
FoodD_AOMML3	tomato, carrot, chicken, beef	1004.43	40	Non-Veg
FoodD_N7ET5J	corn, butter, broccoli, capsicum	246.21	40	Combo
FoodD_KSVMJW	cream, beef, rice, yogurt	459.65	22	Combo
FoodD_U50GEA	broccoli, mushroom, corn, oregano	609.62	24	Main Course
FoodD_YTBCG4	cream, flour, potato, fish	442.21	45	Non-Veg
FoodD_2S0ELU	oregano, broccoli, beef, tomato	331.09	31	Beverage
FoodD_GE97S0	lentils, fish, onion, potato	813.77	27	Beverage
FoodD_8IRKRR	mushroom, onion, chicken, oregano	329.6	16	Non-Veg
FoodD_MEPNF7	beef, oregano, basil, chicken	1036.33	5	Non-Veg
FoodD_IB44S7	broccoli, paneer, basil, mushroom	604.43	24	Main Course
FoodD_WFGC8G	fish, mushroom, tomato, capsicum	582.32	44	Dessert
FoodD_L7JAVM	yogurt, broccoli, pepper, rice	840.82	22	Combo
FoodD_YIAXA4	potato, corn, beef, tomato	424.38	23	Main Course
FoodD_E3AFHF	oregano, spinach, beef, lentils	228.42	11	Dessert
FoodD_TENPCB	rice, basil, paneer, onion	503.86	24	Combo
FoodD_V4D3Y3	cream, corn, lentils, spinach	1020.15	6	Non-Veg
FoodD_PFDS6I	butter, carrot, oregano, potato	1177.64	21	Veg
FoodD_TYFHPZ	paneer, broccoli, potato, basil	255.16	32	Veg
FoodD_ZWMDSF	paneer, beef, mushroom, corn	1199.03	11	Non-Veg
FoodD_XKYXAV	basil, fish, carrot, rice	689.41	15	Veg
FoodD_WD1ZJK	oregano, fish, corn, butter	1076.31	40	Combo
FoodD_IYFZPR	basil, potato, fish, beef	1014.27	38	Beverage
FoodD_1QU7QM	pepper, carrot, paneer, butter	1067.84	21	Main Course
FoodD_WDYREC	lentils, spinach, basil, corn	1167.09	41	Non-Veg
FoodD_FDPUPQ	onion, corn, yogurt, capsicum	486.32	32	Combo
FoodD_L95G6C	fish, onion, cream, butter	176.57	31	Non-Veg
FoodD_0OFMNS	mushroom, flour, oregano, spinach	771.23	7	Main Course
FoodD_C6W5W2	spinach, pepper, broccoli, yogurt	911.1	24	Dessert
FoodD_ODVAD7	beef, spinach, rice, butter	269.27	26	Veg
FoodD_ZB445J	cream, rice, spinach, beef	932.55	29	Veg
FoodD_J5C35U	basil, fish, chicken, lentils	822.81	38	Non-Veg
FoodD_4Y7F7Q	butter, flour, oregano, tomato	1070.87	14	Dessert
FoodD_NY6DAB	rice, spinach, yogurt, pepper	969.25	6	Main Course
FoodD_10MV2Q	chicken, basil, fish, mushroom	210.38	26	Beverage
FoodD_3PUBSB	capsicum, rice, mushroom, carrot	559.01	34	Veg
FoodD_RHIIW8	flour, beef, lentils, potato	1021.69	8	Dessert
FoodD_0DICJP	lentils, basil, fish, capsicum	1062.01	26	Beverage
FoodD_ETBKUD	oregano, rice, tomato, flour	546.58	29	Main Course
FoodD_BBKQD7	flour, paneer, chicken, rice	467.68	31	Non-Veg
FoodD_B617Z6	capsicum, carrot, mushroom, oregano	406.1	20	Beverage
FoodD_M5DU6C	spinach, mushroom, oregano, carrot	698.48	19	Dessert
FoodD_XNZIRS	capsicum, cream, beef, pepper	407.4	38	Non-Veg
FoodD_WFZ00K	paneer, mushroom, lentils, chicken	230.16	12	Dessert
FoodD_S9NW10	rice, oregano, spinach, carrot	941.79	5	Beverage
FoodD_A1XF0T	rice, basil, spinach, lentils	656.42	11	Dessert
FoodD_3GRX9J	onion, paneer, broccoli, potato	731.97	19	Main Course
FoodD_4ADNUM	flour, fish, carrot, onion	966.63	39	Combo
FoodD_ZQT51M	capsicum, lentils, flour, oregano	968.06	22	Combo
FoodD_2UJWIV	cream, yogurt, paneer, broccoli	1188.28	15	Main Course
FoodD_O75J5I	oregano, carrot, tomato, broccoli	869.03	43	Veg
FoodD_WCYF25	corn, basil, rice, oregano	1104.82	33	Beverage
FoodD_E5CP4W	mushroom, corn, cream, spinach	567.92	16	Main Course
FoodD_7L8276	potato, oregano, chicken, pepper	880.51	33	Main Course
FoodD_Z3KCBG	oregano, mushroom, butter, tomato	173.31	39	Non-Veg
FoodD_V5F7C9	rice, carrot, onion, corn	776.8	38	Dessert
FoodD_6NO5XK	cream, tomato, oregano, carrot	967.24	38	Non-Veg
FoodD_6N6WDG	fish, tomato, capsicum, broccoli	735.81	45	Non-Veg
FoodD_JI5U82	mushroom, capsicum, paneer, basil	198.35	16	Combo
FoodD_3TN0EI	capsicum, corn, onion, spinach	902.59	44	Dessert
FoodD_WECNSU	yogurt, pepper, tomato, broccoli	450.5	35	Beverage
FoodD_3PQ5WB	lentils, butter, paneer, onion	507.45	45	Non-Veg
FoodD_IW6BI5	spinach, tomato, potato, mushroom	200.52	38	Veg
FoodD_XTHHKE	onion, corn, chicken, beef	901.22	21	Beverage
FoodD_77EKRJ	rice, butter, yogurt, lentils	995.55	19	Non-Veg
FoodD_X7JO7S	flour, broccoli, rice, cream	1152.11	45	Non-Veg
FoodD_X8EJYW	corn, paneer, tomato, butter	894.52	5	Non-Veg
FoodD_NJGN3V	carrot, broccoli, pepper, mushroom	305.7	5	Combo
FoodD_63DTDL	oregano, capsicum, fish, broccoli	856.33	42	Combo
FoodD_Q7E0AE	paneer, potato, pepper, chicken	613.28	24	Main Course
FoodD_W07Z71	oregano, beef, carrot, potato	514.88	37	Main Course
FoodD_HNW0EF	flour, rice, tomato, basil	1024.58	27	Non-Veg
FoodD_8HO6G3	rice, potato, beef, onion	1145.81	21	Dessert
FoodD_TCOKIY	potato, oregano, cream, beef	720.28	24	Veg
FoodD_K2NWO4	oregano, yogurt, carrot, mushroom	907.02	15	Dessert
FoodD_IA4PNI	yogurt, rice, butter, tomato	687.02	39	Combo
FoodD_WJXUK4	yogurt, fish, pepper, carrot	216.91	19	Beverage
FoodD_K3130F	basil, flour, onion, mushroom	172.21	37	Non-Veg
FoodD_FW0SPM	onion, lentils, rice, paneer	759.68	13	Beverage
FoodD_G419L3	beef, tomato, cream, onion	411.6	12	Main Course
FoodD_4FMK45	lentils, potato, chicken, paneer	732.87	14	Beverage
FoodD_ELRGH1	capsicum, pepper, lentils, beef	1123.18	6	Main Course
FoodD_19L3RR	oregano, tomato, fish, potato	744.14	38	Beverage
FoodD_RCS697	tomato, carrot, corn, cream	226.2	22	Combo
FoodD_9VMWIK	paneer, broccoli, onion, basil	923.17	41	Beverage
FoodD_NEF4VF	yogurt, cream, butter, spinach	530.3	20	Veg
FoodD_SU5ZO5	cream, flour, beef, onion	291.43	25	Combo
FoodD_VN1EE7	basil, cream, capsicum, spinach	522.66	21	Dessert
FoodD_KW4LAC	potato, yogurt, onion, tomato	763.25	9	Dessert
FoodD_SX28KJ	mushroom, corn, spinach, potato	638.14	32	Non-Veg
FoodD_YXJXF4	onion, broccoli, oregano, carrot	304.72	42	Dessert
FoodD_EE6N7G	capsicum, cream, broccoli, tomato	582.8	16	Beverage
FoodD_PZ9PVH	cream, potato, beef, onion	531.05	35	Non-Veg
FoodD_U1LCTX	flour, spinach, onion, butter	875.23	36	Main Course
FoodD_EELHPO	rice, paneer, corn, lentils	771.6	45	Dessert
FoodD_QY3XJW	corn, rice, mushroom, flour	621.22	7	Main Course
FoodD_LBXOSB	tomato, broccoli, paneer, chicken	551.39	36	Veg
FoodD_FAMJFX	cream, broccoli, pepper, potato	712.22	31	Beverage
FoodD_V8KVI1	fish, cream, butter, broccoli	670.02	23	Combo
FoodD_79MG9E	tomato, broccoli, mushroom, lentils	640.59	19	Non-Veg
FoodD_U819TN	fish, capsicum, spinach, flour	529.2	18	Beverage
FoodD_1N34A5	oregano, capsicum, broccoli, onion	576.88	21	Main Course
FoodD_9KCXKB	tomato, capsicum, pepper, carrot	1036.56	24	Non-Veg
FoodD_J9AV7B	paneer, spinach, cream, broccoli	1173.39	8	Beverage
FoodD_7SEMRJ	spinach, cream, pepper, basil	411.83	14	Veg
FoodD_8KWS5A	carrot, paneer, fish, chicken	695.3	42	Main Course
FoodD_3X0WRX	basil, broccoli, yogurt, potato	678.69	45	Non-Veg
FoodD_HGD4YQ	yogurt, broccoli, oregano, beef	382.51	39	Main Course
FoodD_BLWB5U	oregano, basil, fish, spinach	310.04	35	Veg
FoodD_PCRGTB	broccoli, onion, carrot, fish	981.52	32	Non-Veg
FoodD_3LNLJG	potato, butter, basil, broccoli	903.92	22	Non-Veg
FoodD_X9VP2T	oregano, flour, butter, pepper	1194.27	6	Dessert
FoodD_274IGN	tomato, cream, broccoli, rice	490.73	23	Main Course
FoodD_1L63WO	pepper, capsicum, butter, basil	792.92	19	Dessert
FoodD_6W096Y	yogurt, chicken, beef, cream	271.54	16	Combo
FoodD_MLNO7P	potato, paneer, pepper, butter	431.61	14	Dessert
FoodD_7O069L	beef, lentils, fish, rice	892.91	33	Dessert
FoodD_RF7A3K	cream, basil, oregano, spinach	999.53	22	Veg
FoodD_9UTNZR	onion, oregano, mushroom, tomato	324.69	31	Non-Veg
FoodD_C5PX42	onion, yogurt, beef, butter	355.33	39	Main Course
FoodD_JS8F15	mushroom, pepper, cream, capsicum	1081.22	27	Main Course
FoodD_TINIYM	tomato, paneer, beef, onion	1166.72	18	Main Course
FoodD_R6V4TI	cream, beef, lentils, basil	704.55	36	Beverage
FoodD_2P6GSY	yogurt, basil, onion, butter	439.3	34	Dessert
FoodD_FUA9L9	carrot, pepper, flour, tomato	871.63	22	Combo
FoodD_Z2FU5P	paneer, butter, potato, basil	753.55	37	Beverage
FoodD_SH0LCF	mushroom, chicken, spinach, carrot	486.21	33	Veg
FoodD_EAUGFE	corn, yogurt, pepper, tomato	590.26	15	Combo
FoodD_RXARBY	onion, yogurt, tomato, beef	640.24	37	Beverage
FoodD_FK6DI4	beef, oregano, rice, fish	695.94	44	Main Course
FoodD_XIM1T3	tomato, paneer, beef, potato	688.53	43	Veg
FoodD_H96P89	yogurt, broccoli, chicken, rice	1017.14	25	Veg
FoodD_RRCWNY	fish, rice, flour, beef	812.63	34	Main Course
FoodD_GHGXPZ	spinach, carrot, onion, flour	1143.6	9	Main Course
FoodD_U5JKAA	beef, basil, spinach, corn	1182.76	43	Main Course
FoodD_WDU8ZA	fish, carrot, potato, chicken	885.96	31	Dessert
FoodD_NE2ZPK	capsicum, paneer, lentils, onion	1098.19	32	Veg
FoodD_RO4N8G	chicken, corn, broccoli, potato	385.91	17	Veg
FoodD_37OJB5	yogurt, basil, corn, carrot	446.98	20	Main Course
FoodD_BXF246	flour, lentils, pepper, chicken	175.5	42	Combo
FoodD_6US85J	cream, basil, lentils, mushroom	933.33	14	Non-Veg
FoodD_FETRUV	butter, beef, paneer, carrot	1135.71	23	Non-Veg
FoodD_PJAKES	flour, basil, butter, onion	982.41	6	Main Course
FoodD_IANQUK	cream, mushroom, basil, corn	854.28	32	Combo
FoodD_BWJBOB	cream, pepper, lentils, chicken	335.81	45	Veg
FoodD_35URS5	cream, spinach, chicken, tomato	931.59	40	Veg
FoodD_BR45CK	fish, mushroom, cream, capsicum	409.01	23	Beverage
FoodD_8KSMTD	oregano, flour, potato, paneer	748.76	30	Veg
FoodD_L19YAP	capsicum, flour, potato, beef	667.62	26	Combo
FoodD_7QF1D6	potato, fish, lentils, flour	521.25	16	Combo
FoodD_I0NY1P	butter, paneer, carrot, yogurt	346.43	42	Main Course
FoodD_EN7RS6	mushroom, flour, butter, beef	906.74	5	Veg
FoodD_I531O6	chicken, corn, mushroom, broccoli	787.94	13	Dessert
FoodD_H524U9	yogurt, cream, oregano, carrot	950.62	7	Combo
FoodD_LMS8Z5	tomato, butter, oregano, fish	229.12	12	Dessert
FoodD_1H26WM	capsicum, mushroom, carrot, lentils	265.81	42	Main Course
FoodD_9W3TIA	fish, beef, chicken, corn	920.61	12	Veg
FoodD_UPOCY1	lentils, spinach, paneer, onion	283.81	31	Combo
FoodD_FJ5IX3	chicken, broccoli, carrot, mushroom	530.28	41	Main Course
FoodD_9LMLNZ	capsicum, cream, mushroom, broccoli	381.0	27	Main Course
FoodD_EJSM96	carrot, paneer, onion, oregano	1114.25	11	Non-Veg
FoodD_YS5SPK	carrot, beef, fish, pepper	481.19	19	Dessert
FoodD_GZD2T7	yogurt, onion, cream, flour	480.92	43	Combo
FoodD_1780U1	onion, broccoli, beef, corn	443.4	44	Non-Veg
FoodD_1FW2OH	capsicum, basil, butter, pepper	507.31	20	Combo
FoodD_XFYQU9	fish, potato, carrot, butter	1133.61	9	Dessert
FoodD_3D04R0	flour, tomato, pepper, carrot	360.09	32	Beverage
FoodD_IFLV10	onion, paneer, rice, corn	878.94	43	Beverage
FoodD_FBGTKJ	beef, potato, cream, spinach	1183.63	30	Beverage
FoodD_0M4UPY	carrot, pepper, potato, chicken	1106.71	20	Dessert
FoodD_TLQF9P	carrot, broccoli, fish, chicken	417.25	36	Dessert
FoodD_CWFWVH	rice, pepper, onion, capsicum	692.7	17	Non-Veg
FoodD_1OB5V8	beef, pepper, paneer, broccoli	314.62	7	Non-Veg
FoodD_QKQPG8	broccoli, paneer, carrot, fish	823.96	12	Combo
FoodD_C0W1IW	basil, flour, mushroom, chicken	653.34	33	Beverage
FoodD_89QFIK	carrot, tomato, basil, oregano	235.57	40	Non-Veg
FoodD_GZHUP6	oregano, potato, spinach, tomato	1135.49	26	Dessert
FoodD_WAFIBD	spinach, onion, carrot, fish	643.08	29	Main Course
FoodD_DRPU6T	basil, broccoli, tomato, oregano	667.44	27	Main Course
FoodD_0AXXK9	fish, carrot, butter, mushroom	591.62	45	Non-Veg
FoodD_Y7SXW4	mushroom, rice, onion, capsicum	323.63	28	Dessert
FoodD_QWPT8Z	corn, yogurt, pepper, fish	1031.74	37	Main Course
FoodD_59QVO2	flour, oregano, tomato, beef	1013.45	21	Combo
FoodD_89YDV4	flour, chicken, fish, onion	829.6	15	Veg
FoodD_829XXL	carrot, chicken, spinach, pepper	327.84	13	Beverage
FoodD_3NOPV5	corn, broccoli, chicken, capsicum	649.1	14	Non-Veg
FoodD_5QDO4N	butter, cream, capsicum, mushroom	1145.76	43	Veg
FoodD_ZX1KXG	mushroom, rice, fish, basil	1146.83	35	Non-Veg
FoodD_2PDQ2F	pepper, paneer, fish, beef	664.2	21	Dessert
FoodD_3ZKECW	yogurt, corn, onion, flour	581.74	43	Dessert
FoodD_F3KTG5	chicken, potato, fish, pepper	550.72	30	Veg
FoodD_3KO4V1	butter, rice, potato, lentils	565.93	34	Non-Veg
FoodD_Y7F48K	onion, cream, chicken, yogurt	892.35	36	Non-Veg
FoodD_CGN1T5	lentils, oregano, butter, mushroom	779.84	35	Combo
FoodD_R3TTLF	paneer, basil, onion, butter	178.78	29	Combo
FoodD_R5RCR7	potato, lentils, butter, tomato	1194.04	6	Combo
FoodD_38O4XR	basil, fish, beef, rice	295.01	40	Non-Veg
FoodD_LUUZFT	flour, rice, mushroom, carrot	442.77	22	Veg
FoodD_ZUM7KN	pepper, capsicum, flour, paneer	774.43	20	Dessert
FoodD_1M96S2	chicken, rice, capsicum, corn	1144.18	45	Beverage
FoodD_XTQGO0	oregano, spinach, tomato, flour	836.41	7	Veg
FoodD_K1MV0J	pepper, cream, oregano, tomato	1148.92	38	Beverage
FoodD_5ZE5WA	corn, mushroom, cream, fish	363.37	30	Dessert
FoodD_TMN5Y6	pepper, corn, chicken, oregano	713.15	45	Combo
FoodD_4M9179	lentils, beef, cream, flour	152.1	26	Non-Veg
FoodD_JF7BIU	mushroom, capsicum, fish, tomato	460.63	44	Dessert
FoodD_9OAGFO	chicken, basil, onion, rice	738.93	23	Beverage
FoodD_RLB1D1	butter, mushroom, corn, cream	816.31	26	Dessert
FoodD_OVTNCQ	lentils, basil, flour, capsicum	675.56	40	Main Course
FoodD_1QP6PU	mushroom, basil, tomato, fish	652.22	14	Dessert
FoodD_SZ320H	flour, cream, onion, chicken	1061.81	8	Combo
FoodD_9EQOLU	basil, chicken, onion, spinach	756.04	36	Main Course
FoodD_KZ913B	chicken, tomato, broccoli, yogurt	496.62	17	Non-Veg
FoodD_I5FKDC	paneer, fish, beef, broccoli	667.11	37	Beverage
FoodD_JP4QEM	yogurt, paneer, oregano, rice	461.52	20	Dessert
FoodD_PMPKQ2	capsicum, lentils, tomato, mushroom	458.37	24	Veg
FoodD_TPPHB7	corn, onion, yogurt, lentils	995.86	5	Main Course
FoodD_X8NY34	fish, broccoli, corn, pepper	656.71	12	Beverage
FoodD_RTCH5I	carrot, broccoli, capsicum, pepper	284.06	38	Combo
FoodD_VA5F71	pepper, butter, fish, paneer	156.96	22	Dessert
FoodD_AK6A6H	cream, capsicum, chicken, pepper	1103.03	38	Main Course
FoodD_G6B3OF	potato, mushroom, spinach, chicken	1107.06	25	Beverage
FoodD_7O7LBR	capsicum, onion, beef, potato	648.07	31	Combo
FoodD_6HIJ0L	tomato, broccoli, pepper, chicken	602.59	25	Combo
FoodD_RF4EM7	paneer, lentils, beef, rice	429.98	12	Dessert
FoodD_5JNXRN	potato, lentils, yogurt, pepper	624.17	45	Dessert
FoodD_OX9IT1	lentils, paneer, potato, basil	461.14	35	Dessert
FoodD_2WLZ0Q	fish, paneer, oregano, potato	1026.3	23	Non-Veg
FoodD_IERYJB	cream, pepper, corn, beef	966.04	42	Beverage
FoodD_CH28KH	tomato, oregano, onion, cream	711.26	24	Non-Veg
